X,Y,objectid,facility,licensee,expires,hgenlic,rehabhlic,psylic,salic,detoxlic,hoslic,rsrchlic,nfgenlic,othrhlic,alzlic,hivlic,tbilic,venlic,othnflic,rehabnlic,haalzlic,hahivlic,hagenlic,orheart_hl,orcsect_hl,orother_hl,oramsu_hl,orshare_hl,orendo_hl,altfacname,hltype,stype,fcounty,fcity,fstate,fzip,faddr1,fphone,licno
395100.730099998,168009.454799999,87,Carolinas HealthCare-Kings Mountain,Cleveland County HealthCare System, ,67,0,14,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings Mountain Hospital,Hospital,HL,Cleveland,Kings Mountain,NC,28086,706 West KIng Street,(704)739-3601,H0113
441559.276199996,201155.858100001,88,Lake Norman Regional Medical Center,"Mooresville Hospital Management Associates, LLC", ,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,3,Lake Norman Regional Medical Center,Hospital,HL,Iredell,Mooresville,NC,28117,171 Fairview Rd.,(704)660-4010,H0259
738150.205200002,172199.5601,89,Lenoir Memorial Hospital,"Lenoir Memorial Hospital, Inc.", ,218,17,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lenoir Memorial,Hospital,HL,Lenoir,Kinston,NC,285031678,100 Airport Rd,(252)522-7797,H0043
493212.534199998,228833.4782,90,Wake Forest Baptist Health - Lexington Medical Center,"Lexington Memorial Hospital, Inc.", ,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lexington Memorial Hospital,Hospital,HL,Davidson,Lexington,NC,272931817,250 Hospital Dr,(336)248-5161,H0027
715960.594700001,247385.349599998,91,LifeCare Hospitals of North Carolina,"New LifeCare Hospitals of North Carolina, LLC", ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LifeCare Hospitals of North Carolina,LTAC,HL,Nash,Rocky Mount,NC,278041761,1051 Noell Lane,(252)451-2300,H0242
443525.367799997,163562.938999999,92,Novant Health-Charlotte Orthopedic Hospital,"Presbyterian Orthopaedic Hospital, LLC", ,140,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Novant - Charlotte Orthopedic Hospital,Rehab,HL,Mecklenburg,Charlotte,NC,282071101,1901 Randolph Rd,(704)316-2000,H0251
535928.7553,217888.075100001,93,Randolph Hospital,"Randolph Hospital, Inc.", ,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Randolph Hospital,Hospital,HL,Randolph,Asheboro,NC,272041048,364 White Oak St,(336)625-5151,H0013
636423.712800004,229391.087299999,94,UNC Health Care-Rex Healthcare,"Rex Hospital, Inc.", ,388,0,0,0,0,6,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rex Healthcare,Hospital,HL,Wake,Raleigh,NC,27607,4420 Lake Boone Trail,(919)784-3100,H0065
789774.528499998,283096.558699999,95,Vidant-Roanoke-Chowan Hospital,East Carolina Health, ,86,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke-Chowan Hospital,Hospital,HL,Hertford,Ahoskie,NC,27910,500 South Academy St,(252)209-3000,H0001
476485.835299999,215247.436900001,96,Novant Health-Rowan Medical Center,"Rowan Regional Medical Center, Inc.", ,223,10,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rowan Medical Center,Hospital,HL,Rowan,Salisbury,NC,28144,612 Mocksville Ave,(704)210-5000,H0040
340174.855599999,182912.987599999,97,Duke LifePoint-Rutherford Regional Health System,"DLP Rutherford Regional Health System, LLC", ,129,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,Rutherford Regional Medical Center,Hospital,HL,Rutherford,Rutherfordton,NC,28139,288 South Ridgecrest Ave,(828)286-5000,H0039
671273.545199998,139719.513700001,98,Sampson Regional Medical Center,"Sampson Regional Medical Center, Inc.", ,116,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Sampson Regional Medical Center,Hospital,HL,Sampson,Clinton,NC,283290260,607 Beaman St,(910)592-8511,H0067
544808.536700003,128002.308600001,99,Sandhills Regional Medical Center,"Hamlet HMA, LLC", ,54,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,Sandhills Regional Medical Center,Hospital,HL,Richmond,Hamlet,NC,28345,1000 West Hamlet Ave.,(910)205-8000,H0265
566659.0638,111343.590399999,100,Scotland Health Care-Scotland Memorial Hospital,"Scotland Memorial Hospital, Inc.", ,97,7,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scotland Memorial Hospital,Hospital,HL,Scotland,Laurinburg,NC,28352,500 Lauchwood Drive,(910)291-7000,H0107
618705.569399998,253762.1503,101,Select Specialty Hospital-Durham,"Select Specialty Hospital - Durham, Inc", ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Select Specialty Hospital - Durham,LTAC,HL,Durham,Durham,NC,27704,3643 North Roxboro Road,(919)470-9010,H0280
492646.038699999,258553.246800002,102,Select Specialty Hospital-Winston Salem,"Select Specialty Hospital-Winston- Salem, Inc", ,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Select Specialty Hospital - Winston Salem,LTAC,HL,Forsyth,Winston-Salem,NC,27103,3333 Silas Creek Parkway,(336)760-4668,H0277
608489.146300003,98386.5053999983,103,Southeastern Health,Southeastern Regional Medical Center, ,292,0,33,0,0,12,0,115,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,Southeastern Regional Medical Center,Hospital,HL,Robeson,Lumberton,NC,28359,300 West 27th St,(910)671-5000,H0064
317206.631300002,170049.140500002,104,St. Luke's Hospital,"St. Luke's Hospital, Inc.", ,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Lukes Hospital,Hospital,HL,Polk,Columbus,NC,28722,101 Hospital Drive,(828)894-3311,H0079
501047.945299998,179698.639600001,105,Carolinas Health Care-Stanly,Stanly Regional Medical Center, ,97,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanly Regional Medical Center,Hospital,HL,Stanly,Albemarle,NC,28002,301 Yadkin St,(704)984-4347,H0008
499405.5506,296851.5955,106,Pioneer Community Hospital of Stokes,"Pioneer Health Services of Stokes County, Inc.", ,53,0,6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,Pioneer Community Hospital of Stokes,Hospital,HL,Stokes,Danbury,NC,27016,1570 NC 8 & 89 HWY N,(336)593-2831,H0165
206186.306599997,195912.4485,107,Duke LifePoint-Swain Community Hospital,"DLP Swain County Hospital, LLC", ,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Swain Community Hospital,Hospital,HL,Swain,Bryson City,NC,28713,45 Plateau St,(828)488-2155,H0069
335528.8037,216305.7115,108,Mission Health-McDowell Hospital,"The McDowell Hospital, Inc.", ,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McDowell Hospital,Hospital,HL,McDowell,Marion,NC,28752,430 Rankin Dr,(828)659-5000,H0097
914718.551899999,248129.390900001,109,Vidant-The Outer Banks Hospital,"The Outer Banks Hospital, Inc.", ,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Outer Banks Hospital,Hospital,HL,Dare,Nags Head,NC,27959,4800 South Croatan Highway,(252)449-4500,H0273
509243.239500001,236835.5913,110,Novant Health-Thomasville Medical Center,"Community General Health Partners, Inc.", ,123,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomasville Medical Center,Hospital,HL,Davidson,Thomasville,NC,27360,207 Old Lexington Rd,(336)472-2000,H0112
271928.773400001,173389.787300002,111,Mission Health - Transylvania Regional Hospital,"Transylvania Community Hospital, Inc.", ,44,0,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transylvania Regional,Hospital,HL,Transylvania,Brevard,NC,28712,260 Hospital Drive,(828)884-9111,H0111
604936.630900003,239074.084199999,112,UNC Health Care-UNC Medical Center,University of North Carolina Hospitals at Chapel Hill, ,621,30,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,University of North Carolina HealthCare,Hospital,HL,Orange,Chapel Hill,NC,27514,101 Manning Dr,(919)966-4131,H0157
381144.713299997,223833.537700001,113,Carolinas HealthCare Blue Ridge-Valdese,"Valdese General Hospital, Inc.", ,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valdese Hospital,ED,HL,Burke,Valdese,NC,28690,720 Malcolm Blvd,(828)874-2251,H0091
646840.876199998,225821.024500001,114,WakeMed,WakeMed, ,628,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,4,0,0,20,6,WakeMed,Hospital,HL,Wake,Raleigh,NC,276204465,3000 New Bern Ave,(919)350-8000,H0199
629375.653200001,220790.3101,115,WakeMed Cary Hospital,WakeMed, ,156,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,4,WakeMed Cary Hospital,Hospital,HL,Wake,Cary,NC,27511,1900 Kildaire Farm Rd.,(919)350-2550,H0276
814659.090700001,236721.552200001,116,Washington County Hospital,"CAH Acquisition Company #1, LLC", ,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Washington County Hospital,Hospital,HL,Washington,Plymouth,NC,27962,958 US Hwy 64 East,(252)793-4135,H0006
371156.2214,274807.247699998,117,Appalachian Health-Watauga Medical Center,"Watauga Medical Center, Inc.", ,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watauga Medical Center,Hospital,HL,Watauga,Boone,NC,28607,336 Deerfield Rd,(828)262-4100,H0077
704699.352499999,183357.521400001,118,UNC Health Care-Wayne,"Wayne Memorial Hospital, Inc.", ,255,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wayne Memorial Hospital,Hospital,HL,Wayne,Goldsboro,NC,275338001,2700 Wayne Memorial Dr,(919)736-1110,H0257
415405.626599997,269359.784299999,119,Wilkes Regional Medical Center,WRMC Hospital Operating Corporation, ,120,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,Wilkes Regional Medical Center,Hospital,HL,Wilkes,North Wilkesboro,NC,28659,1370 West D St,(336)651-8100,H0153
705164.690399997,218899.452199999,120,Duke LifePoint-Wilson Medical Center,"DLP Wilson Medical Center, LLC", ,271,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,Wilson Medical Center,Hospital,HL,Wilson,Wilson,NC,27893,1705 Tarboro St. SW,(252)399-8040,H0210
621003.758599997,221165.5405,121,WakeMed Apex Healthplex, ,12:00:00 AM,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WakeMed Apex Healthplex,ED,HL,Wake,Apex,NC,27502,120 Healthplex Way,919-350-4300, 
645763.7579,239619.9485,122,WakeMed North Family Health & Women's Hospital, ,12:00:00 AM,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WakeMed North Healthplex,Hospital,HL,Wake,Raleigh,NC,27614,10000 Falls of Neuse Road,919-350-8000, 
535279.6219,259149.093699999,123,Cone Health-Wesley Long Hospital,The Moses H. Cone Memorial Hospital Operation Corp.,12:00:00 AM,175,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wesley Long Hospital,Hospital,HL,Guilford,Greensboro,NC,27403,501 North Elam Ave,336-854-6100,H0159
610256.2038,153609.5013,124,Womack Army Medical Center, , ,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Womack Army Medical Center,Hospital,HL,Cumberland,Fort Bragg,NC,28310,2817 Reilly Rd,910-907-9262, 
760120.736000001,108609.542199999,125,Naval Hospital at Camp Lejeune, , ,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Naval Hospital,Hospital,HL,Onslow,Camp Lejuene,NC,28547,100 Brewster Blvd,910-450-4300, 
438967.294799998,150477.960099999,126,Carolinas HealthCare-Pineville,"Carolinas Healthcare System, Inc.", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas Medical Center-Pineville,Hospital,HL,Mecklenburg,Charlotte,NC,28210,100628 Park Rd,(704)543-2025,H0042
627014.842200004,185847.772799999,127,Harnett Health - Central Harnett Hospital, , ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Harnett Hospital,Hospital,HL,Harnett,Lillington,NC,27546,215 Brightwater Drive,910-892-1000, 
515612.553900003,260244.024900001,128,Novant Health-Kernersville Medical Center, , ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kernersville Medical Center,Hospital,HL,Forsyth,Kernersville,NC,27284,1750 Kernersville Medical Parkway,336-564-4000, 
293464.843900003,209382.778299998,129,Asheville VA Medical Center, , ,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asheville VA Medical Center,VA,HL,Buncombe,Asheville,NC,28805,1100 Tunnel Road,828-298-7911, 
615195.129000001,250585.678599998,130,Durham VA Medical Center, , ,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Durham VA Medical Center,VA,HL,Durham,Durham,NC,27705,508 Fulton Street,919-286-0411, 
620834.703400001,148482.685800001,131,Fayetteville VA Medical Center, , ,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fayetteville VA Medical Center,VA,HL,Cumberland,Fayetteville,NC,28301,2300 Ramsey Street,910-488-2120, 
474925.482299998,215575.8127,132,Salisbury - W.G. (Bill) Hefner VA Medical Center, , ,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury - W.G. (Bill) Hefner VA Medical Center,VA,HL,Rowan,Salisbury,NC,28144,1601 Brenner Avenue,704-638-9000, 
467166.247599997,195327.105799999,133,Carolinas HealthCare-Kannapolis, , ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kannapolis Medical,ED,HL,Cabarrus,Kannapolis,NC,28083,2711 Lane Street,704-403-4800, 
427880.872000001,151375.533799998,134,Carolinas HealthCare-Steele Creek, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas Medical Center-Steele Creek,ED,HL,Mecklenburg,Charlotte,NC,28278,13640 Steelecroft Parkway,704-512-5500, 
448575.4956,136083.159299999,135,Carolinas HealthCare-Waxhaw, , ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas Medical Center-Waxhaw,ED,HL,Union,Waxhaw,NC,28173,2700 Providence Road South,704-667-6800, 
522433.991800003,255059.8281,136,Cone Health-MedCenter High Point, , ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MedCenter High Point,ED,HL,Guilford,High Point,NC,27265,2630 Willard Dairy Rd.,336-884-3777, 
596026.820799999,141297.519000001,137,FirstHealth Moore Regional Hospital Hoke Campus,"FirstHealth of the Carolinas, Inc", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstHealth Moore Regional Hospital Hoke Campus,ED,HL,Hoke,Raeford,NC,28376,6408 Fayetteville Rd,910-878-6000,H0287
714331.258299999,51828.0797000006,138,New Hanover Regional Medical Center-Orthopedic Hospital, , ,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Hanover Regional Medical Center - Orthopedic Hospital,ED,HL,New Hanover,Wilmington,NC,28403,5301 Wrightsville Avenue,910-452-8100, 
483566.072700001,253807.862799998,139,Novant Health-Clemmons Medical Center, , ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clemmons Medical Center,ED,HL,Forsyth,Clemmons,NC,27102,Village Medical Cir,336-893-1000, 
628975.0713,240603.375399999,140,WakeMed Brier Creek Healthplex, , ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WakeMed Brier Creek Healthplex,ED,HL,Wake,Raleigh,NC,27617,8001 T.W. Alexander Drive,919-350-8000, 
646154.687399998,216385.595199998,141,WakeMed Garner Healthplex, , ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WakeMed Garner Healthplex,ED,HL,Wake,Garner,NC,27529,400 US Highway 70 East,919-350-8000, 
535894.616499998,260141.070999999,142,Cone Health-Women's Hospital,The Moses H. Cone Memorial Hosp Operating Corporation, ,134,49,80,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cone Health-Womens Hospital of Greensboro,Hospital,HL,Guilford,Greensboro,NC,27408,801 Green Valley Rd,(336)832-6500,H0159
217229.0647,200370.9877,143,Cherokee Indian Hospital, , ,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherokee Indian Hospital,Hospital,HL,Swain,Cherokee,NC,28719,188 Hospital Rd,828-497-9163, 
479229.108099997,251702.9131,144,Wake Forest Baptist Health-Davie Medical Center Bermuda Run, , ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davie Medical Center Bermuda Run,ED,HL,Davie,Bermuda Run,NC,27006,313  NC 801 hwy N,336-998-1300, 
654693.796499997,208640.678199999,145,Johnston Health-Clayton, , ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnston Health-Clayton,Hospital,HL,Johnston,Clayton,NC,27520,2138 NC 42 hwy W,919-585-8000, 
464390.075400002,188909.423999999,146,Carolinas Rehabilitation-NorthEast,The Charlotte-Mecklenburg Hospital Authority, ,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas Rehabilitation-NorthEast,Rehab,HL,Cabarrus,Concord,NC,28025,487 Lake Concord Road,(704)355-3398,H0286
395174.906999998,167921.821699999,147,Carolinas ContinuedCare-Kings Mountain,"Crawley Memorial Hospital, Inc.", ,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas ContinuedCare-Kings Mountain,LTAC,HL,Cleveland,Kings Mountain,NC,28086,PO Box 159,(980)487-5520,H0236
440486.165600002,153353.318599999,148,Carolinas ContinuedCare-Pineville,"Mercy Restorative Care Hospital, Inc.", ,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas ContinuedCare-Pineville,LTAC,HL,Mecklenburg,Charlotte,NC,28210,10648 Park Road,(704)667-8050,H0278
450650.680500001,174221.131499998,149,Carolinas ContinuedCare-University,"Crawley Memorial Hospital, Inc", ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolinas ContinuedCare-University,LTAC,HL,Mecklenburg,Charlotte,NC,28217,"8800 North Tryon St, 4th Floor",(704)863-8300,H0289
538549.767200001,259777.3136,150,Select Specialty Hospital-Greensboro,"Select Specialty Hospital-Greensboro, Inc.", ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Select Specialty Hospital-Greensboro,LTAC,HL,Guilford,Greensboro,NC,27401,1200 N Elm St,(336)832-5700,H0284
758445.013499998,111818.526900001,151,Brynn Marr Hospital,"Brynn Marr Hospital, Inc.", ,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Onslow,Jacksonville,NC,28546,192 Village Dr,(910)577-1400,MHH0190
543744.8957,266180.719700001,152,Fellowship Hall,"Fellowship Hall, Inc.", ,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Guilford,Greensboro,NC,27415,P O Box 13890,(336)621-3381,MHH0001
647011.042800002,225437.467799999,153,"Holly Hill Hospital, L.L.C.","Holly Hill Hospital, LLC", ,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Wake,Raleigh,NC,27610-1899,3019 Falstaff Rd,(919)250-7000,MHH0113
490913.257100001,259011.332199998,154,Old Vineyard Behavioral Health Services,"Keystone WSNC, L.L.C.", ,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Forsyth,Winston Salem,NC,27104,3637 Old Vineyard Road,(336)794-3550,MHH0188
649186.7073,214288.437199999,155,Strategic Behavioral Center-Garner,"SBH-Raleigh, LLC", ,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Wake,Garner,NC,27529-,3200 Waterfield Road,(919)800-4400,MHH0973
695862.826200001,57050.5936000012,156,Strategic Behavioral Center-Leland,"SBH-Wilmington, LLC", ,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Brunswick,Leland,NC,28451-,2050 Mercantile Drive,(910)371-2500,MHH0976
708351.641500004,49930.4899000004,157,"The Wilmington Treatment Center, Inc.","Wilmington Treatment Center, Inc.", ,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,New Hanover,Wilmington,NC,28401,2520 Troy Dr,(910)762-2727,MHH0961
604965.193899997,238867.2951,158,UNC Hospitals at WakeBrook,UNC Hospitals, ,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Wake,Chapel Hill,NC,27514-,110 Manning Drive,(919)570-7590,MHH0975
614773.464500003,250695.395399999,159,"Veritas Collaborative, LLC","Veritas Collaborative, LLC", ,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Durham,Durham,NC,27705-,615 Douglas Street,(919)597-0296,MHH0972
367813.977600001,223185.387800001,160,Broughton Hospital, , ,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Burke,Morganton,NC,28655,1000 South Sterling Street,828-433-2111,NA
630213.410899997,265897.919,161,Central Regional Hospital, , ,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Granville,Butner,NC,27509,300 Veazey Road,919-764-2000,NA
697881.680600002,182491.938200001,162,Cherry Hospital, , ,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Wayne,Goldsboro,NC,27530,201 Stevens Mill Rd,919-731-3200,NA
639530.5581,174984.455600001,163,"Good Hope Hospital, Inc","Good Hope Hospital, Inc", ,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,Psych,MHH,Harnett,Erwin,NC,28339,412 Denim Dr,(910)230-4011,MHH0974
